Name,Price,Rating,city,Kilometers,Owner,Fuel_Type,Transmission,Insurance_Type,Car_Age
2012 Hyundai Santa Fe 4WD AT,557294,3.8,3686,130203,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance Type3rd Party,12
2012 Ford Figo 1.4 ZXI DURATORQ ,260000,4.2,3686,154774,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,12
2010 Mahindra Xylo E6 BS III,291000,3.5,3686,132396,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,14
2012 Skoda Rapid 1.6 TDI MT AMBITION PLUS,260000,3.8,3686,170863,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,12
2013 Maruti Swift Dzire ZDI,550000,4.3,3686,104000,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,11
2016 Volkswagen Vento HIGHLINE DIESEL,650480,3.9,3686,125182,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,8
2016 Toyota Innova 2.5 G2,1100000,4.3,3686,79497,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,8
2016 Mahindra XUV500 W10 FWD,1100000,4.4,3686,107963,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,8
2009 Toyota Innova 2.5 G4 8 STR,600000,4.2,3686,207022,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,15
2012 Tata Safari 4X2 EX DICOR BS IV,350000,3.8,3686,151557,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,12
2016 Hyundai Xcent BASE 1.1 CRDI,501373,3.9,3686,121674,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,8
2007 Toyota Innova 2.5 V 8 STR,500000,4.4,3686,248803,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,17
2015 Volvo XC 60 D4 KINETIC,1590000,4.2,3686,113698,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComp,9
2009 Toyota Innova 2.5 G4 7 STR,700000,4.1,3686,154193,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,15
2010 Toyota Fortuner 3.0 MT 4X4,1000000,3.9,3686,160468,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,14
2016 Maruti Ertiga ZDI SHVS,855000,4.1,3686,97838,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,8
2013 Ford Ecosport 1.5 TREND TDCI,332000,4.1,3686,91817,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,11
2013 Renault Duster RXL PLUS DIESEL 85,410000,3.9,3686,128210,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,11
2009 BMW 5 Series 520D,1077684,4.2,3686,131793,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeThird_party,15
2012 Maruti Ertiga VDI,550000,4.0,3686,138922,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,12
2016 Toyota Etios GD,590000,4.2,3686,119202,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,8
2012 Mahindra Quanto C8,300000,4.1,3686,106249,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,12
2014 Chevrolet Enjoy 1.3 LTZ 7 STR,450000,4.1,3686,82931,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,10
2014 Volvo S60 SUMMUM D4,1400000,4.3,3686,129613,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComprehensive,10
2016 Hyundai Elite i20 SPORTZ 1.4,470000,3.8,3686,123464,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,8
2015 Maruti Ritz LDI ,240000,3.6,3686,143627,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,9
2012 Mahindra Scorpio VLX 2WD BS IV,450000,4.1,3686,174747,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
2012 Landrover Freelander 2 SD4 HSE,850000,4.0,3686,141812,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeExpired,12
2014 Tata Zest XT QUADRAJET 90PS ,400000,4.1,3686,144676,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,10
2012 Chevrolet Tavera NEO 3 LS 10 STR BS III,442000,3.6,3686,216656,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
2013 Mahindra Scorpio SLE BS IV,535000,3.9,3686,136853,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,11
2016 Toyota Etios CROSS  VD,500000,4.1,3686,129237,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,8
2008 Toyota Innova 2.5 G4 8 STR,468000,4.0,3686,279596,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,16
2014 Chevrolet Sail 1.3 LT ABS,300000,3.6,3686,123763,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
2013 Renault Duster RXZ PACK DIESEL 110,460000,4.1,3686,153667,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,11
2015 Volkswagen Vento HIGHLINE TDI AT,450000,4.2,3686,54361,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComprehensive,9
2014 Toyota Innova 2.5 VX 7 STR BS IV,1200000,4.1,3686,124391,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,10
2014 Hyundai Verna FLUIDIC 1.6 SX CRDI,600000,4.0,3686,156819,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,10
2013 Skoda Rapid ELEGANCE 1.6 TDI MT,418500,4.0,3686,136152,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,11
2013 Mercedes Benz C Class 220 EDITION C,1500000,4.1,3686,97975,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,11
2014 Hyundai Grand i10 MAGNA 1.1 CRDI,371000,3.8,3686,150514,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
2015 Toyota Innova 2.5 GX 8 STR BS IV,850000,4.2,3686,117072,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,9
2011 Hyundai Santro Xing GLS LPG,222000,3.6,3686,189381,OwnerFirst Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeExpired,13
2015 Hyundai Creta 1.4 S CRDI,1000000,4.1,3686,95105,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,9
2015 Skoda Rapid 1.5 TDI ELEGANCE PLUS AT BLACK PACKAGE,613800,4.1,3686,111299,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,9
2015 Ford Ecosport 1.5TITANIUM TDCI,580000,4.5,3686,125456,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,9
2012 Toyota Innova 2.5 GX 8 STR BS IV,750000,4.0,3686,192983,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
1991 Maruti Omni 5 SEATER,35000,2.7,3686,570162,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,33
2010 Toyota Innova 2.5 G4 7 STR,580000,3.7,3686,200755,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,14
2010 Skoda Laura AMBIENTE 2.0 TDI CR AT,560000,4.0,3686,164031,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeExpired,14
2015 Volkswagen Vento HIGHLINE DIESEL,810000,4.1,3686,135418,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,9
2014 Renault Duster 85 PS RXL,600000,4.6,3686,94019,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,10
2013 Mahindra Scorpio VLX AIRBAG BS IV,490000,3.7,3686,161985,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,11
2015 Skoda Octavia ELEGANCE 2.0 TDI CR AT,1000000,4.3,3686,114622,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeExpired,9
2014 Honda City SV MT DIESEL,600000,4.0,3686,144360,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
2011 Nissan X Trail SLX AT,620000,4.1,3686,255363,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComp,13
2013 Landrover Freelander 2 SD4 HSE,1268000,4.1,3686,138904,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeInsurance Expired,11
2007 Toyota Innova 2.5 V 8 STR,605000,4.0,3686,233659,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,17
2013 Volvo XC 60 D4 SUMMUM,1200000,4.1,3686,154095,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComprehensive,11
2012 Toyota Innova 2.5 V 7STR,800000,3.9,3686,230880,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
2013 Ford Ecosport 1.5TITANIUM TDCI,570000,4.1,3686,163341,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,11
2012 Tata Aria PRIDE LEATER 4X4,350000,4.0,3686,149733,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
2013 Volkswagen Vento HIGHLINE DIESEL,404000,4.0,3686,165020,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,11
2015 Maruti Swift VDI ABS,560000,4.2,3686,135310,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,9
2012 Hyundai Santa Fe 2WD,570000,4.2,3686,112458,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
2009 Maruti Swift VDI,300000,3.7,3686,139486,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,15
2010 Toyota Fortuner 3.0 MT 4X4,1030000,4.2,3686,181119,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,14
2010 Hyundai i20 MAGNA O 1.4 CRDI,358000,4.0,3686,162727,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,14
2014 Renault Koleos 4x4 AT,900000,4.2,3686,95328,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComp,10
2014 Toyota Innova 2.5 ZX 7 STR BS IV,1119000,4.4,3686,137936,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,10
2012 Mahindra Scorpio LX BS IV,508400,3.9,3686,173837,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,12
2009 Volvo XC 90 D5 AWD ,622800,3.8,3686,168870,OwnerThird Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance Type3rd Party,15
2015 Honda City V MT DIESEL,471000,4.1,3686,158109,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,9
2007 Tata Safari 4X2 LX TCIC,69000,3.2,3686,127853,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,17
2013 Volkswagen Vento HIGHLINE DIESEL,400000,4.2,3686,172993,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,11
2012 Mahindra XUV500 W8 FWD,600000,3.4,3686,356609,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
2014 Maruti Swift ZDI,517000,4.2,3686,128992,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,10
2016 Toyota Innova Crysta 2.4 GX 7 STR,1550000,4.2,3686,123308,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,8
2012 Chevrolet Tavera NEO2 LS 10STR,500000,3.5,3686,178737,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
2016 Maruti Vitara Brezza ZDI PLUS DUAL TONE,900000,4.1,3686,136473,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,8
2014 Toyota Innova 2.5 VX 8 STR BS IV,1070000,4.3,3686,131854,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,10
2016 Toyota Innova 2.5 GX 7 STR BS IV,1420000,4.2,3686,210142,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,8
2014 Volkswagen Vento HIGHLINE DIESEL,644000,4.2,3686,85730,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,10
2008 Toyota Innova 2.5 V 8 STR,490000,4.1,3686,247191,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,16
2014 Maruti Swift VDI,451000,3.9,3686,164750,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
2012 Volvo XC 60 D5 AWD AT,1045000,4.2,3686,117768,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComprehensive,12
2008 Maruti 800 AC UNIQ,64000,3.3,3686,34948,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,16
2013 Hyundai Verna FLUIDIC 1.6 SX CRDI,425000,4.0,3686,174371,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,11
2014 Maruti Ertiga VDI ABS,605000,4.2,3686,138958,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,10
2012 Renault Duster RXZ DIESEL 110,559866,3.9,3686,143456,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
2015 Tata Vista LS QUADRAJET 75PS,231250,3.6,3686,256313,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,9
2014 Maruti Swift VDI,420000,3.9,3686,181120,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
2015 Volkswagen Polo HIGHLINE1.5L DIESEL,406000,4.0,3686,161190,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,9
2007 Toyota Innova 2.5 G4 7 STR,450000,3.7,3686,243248,OwnerFifth Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,17
2015 Skoda Rapid 1.5 TDI AT ELEGANCE,620000,3.9,3686,122238,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComp,9
2006 Toyota Innova 2.5 V 7STR,550000,3.7,3686,208638,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,18
2014 Hyundai i20 ASTA 1.4 CRDI,455000,4.0,3686,154768,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,10
2014 Skoda Rapid 1.5 TDI MT Ambition Plus,400000,4.1,3686,185737,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
2012 Toyota Innova 2.5 VX 8 STR BS IV,850000,3.7,3686,160750,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
2008 Maruti Swift LDI,270000,3.7,3686,182621,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,16
2014 Mahindra XUV500 W6 4X2,800000,4.0,3686,147071,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,10
2015 Nissan Sunny XV DIESEL,444600,4.5,3686,151581,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,9
2015 Nissan Terrano XV D THP PREMIUM 110 PS,610000,4.4,3686,129175,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,9
2011 Volkswagen Vento HIGHLINE DIESEL,175000,3.5,3686,113432,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,13
2013 Volkswagen Polo GT TDI 1.6 MT DIESEL,300000,3.6,3686,87775,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,11
2016 Toyota Innova 2.5 GX 8 STR BS IV,1220000,3.8,3686,114268,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,8
2013 Renault Scala RXL DIESEL,250000,4.0,3686,144629,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,11
2013 Nissan Terrano XL 110 DIESEL,650000,4.1,3686,125764,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,11
2012 Volkswagen Polo TRENDLINE 1.2L DIESEL,250000,4.1,3686,216760,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,12
2013 Volkswagen Polo HIGHLINE1.2L DIESEL,460000,4.0,3686,153224,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,11
2014 Nissan Terrano XV 110 DIESEL,500000,4.0,3686,158187,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,10
2015 Ford Ecosport 1.5TITANIUM TDCI,565000,3.9,3686,139548,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,9
2010 Toyota Innova 2.5 V 7STR,700000,3.9,3686,198700,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,14
2011 Toyota Innova 2.5 V 7STR,680000,3.6,3686,210187,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,13
2014 Nissan Terrano XL PLUS 85 PS DEISEL,340000,4.0,3686,75020,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
2013 Toyota Innova 2.5 V 7STR,900000,4.0,3686,154366,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,11
2014 Mercedes Benz Ml Class 350 CDI BLUE EFFICIENCY,3500000,4.3,3686,99675,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
2014 Toyota Innova 2.5 ZX 7 STR BS IV,1050000,4.2,3686,158112,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,10
2013 Toyota Innova 2.5 VX 7 STR BS IV,855300,4.0,3686,290454,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,11
2013 Skoda Rapid ELEGANCE 1.6 TDI MT,420000,4.0,3686,140899,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,11
2015 Volkswagen Jetta HIGHLINE TDI AT,700000,4.1,3686,131008,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeInsurance Expired,9
2016 Honda Amaze 1.5 SMT I DTEC,520000,4.0,3686,163193,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,8
2014 Maruti Swift ZXI,340000,4.2,3686,51918,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,10
2010 Mercedes Benz E Class E 250 CDI ELEGANCE,800000,4.2,3686,203100,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,14
2013 Hyundai Verna FLUIDIC 1.6 SX CRDI OPT,600000,4.0,3686,103680,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,11
2014 Audi Q3 2.0 QUATTRO TDI AT,1400000,4.2,3686,134222,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
2011 Skoda Laura AMBITION 2.0 TDI CR MT,302000,4.2,3686,264764,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,13
2012 Toyota Innova 2.5 GX 8 STR BS IV,1083000,4.2,3686,123631,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
1995 Maruti 800 AC,10000,1.0,3686,63015,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,29
2011 Toyota Innova 2.5 V 8 STR,630000,4.0,3686,286193,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,13
2016 Renault Duster RXL AMT 110 PS,615000,4.3,3686,44575,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeThird_party,8
2010 Toyota Innova 2.5 V 8 STR,550000,3.7,3686,340948,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,14
2012 Renault Duster RXZ DIESEL 110,373000,4.0,3686,216657,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,12
2015 Maruti Ertiga ZDI,740000,3.9,3686,181779,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,9
2012 Hyundai Santa Fe 4WD AT,800000,4.2,3686,166736,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComprehensive,12
2012 Toyota Innova 2.5 VX 8 STR BS IV,850000,4.3,3686,203942,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
2013 Renault Duster 85 PS RXL,600000,4.0,3686,152762,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,11
2009 Toyota Innova 2.5 V 7STR,550000,3.7,3686,226555,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,15
2012 Skoda Superb ELEGANCE TDI 2.0 AT,605000,4.0,3686,157533,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
2014 Hyundai Verna FLUIDIC 1.6 SX CRDI,710000,4.3,3686,96150,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
2012 Toyota Innova 2.5 VX 7 STR BS IV,810000,3.9,3686,220539,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
2011 Toyota Fortuner 3.0 MT 4X4,1300000,3.9,3686,291786,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,13
2008 Toyota Innova 2.5 G4 7 STR,524000,3.8,3686,352476,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,16
2014 Maruti Ertiga ZDI,750000,4.0,3686,204508,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,10
2013 Landrover Freelander 2 TD4 SE,1305000,4.0,3686,148713,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeInsurance Expired,11
2013 Toyota Innova 2.5 GX 7 STR BS IV,783000,3.9,3686,154409,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,11
2014 Mahindra XUV500 W8 FWD,640000,3.7,3686,190867,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
2008 Toyota Innova 2.5 V 7STR,541000,3.5,3686,307034,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,16
2013 Toyota Innova 2.5 VX 7 STR BS IV,755000,4.0,3686,298797,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,11
2014 Volvo XC 60 D5 AWD AT,1500000,4.1,3686,175321,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeThird_party,10
2011 Toyota Fortuner 3.0 MT 4X4,1110000,4.3,3686,190600,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,13
2012 Renault Koleos AT 4WD 2.0,500000,3.8,3686,162970,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeExpired,12
1991 Premier Padmini STD,70000,1.0,3686,45094,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,33
2004 Toyota Corolla H1 1.8 J,100000,3.6,3686,109399,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,20
2010 Ford Figo 1.4 TITANIUM DURATORQ,100000,3.7,3686,165777,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,14
2012 Toyota Innova 2.5 VX 8 STR BS IV,829500,3.9,3686,209267,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
2001 Ford Ikon 1.6 SXI,50000,1.0,3686,64465,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,23
2006 Ford Fiesta 1.4 ZXI TDCI,60000,3.7,3686,105172,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,18
2015 Mahindra XUV500 W8 FWD,700000,4.1,3686,188858,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,9
2016 Toyota Innova 2.5 GX 7 STR BS IV,900000,4.3,3686,50541,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,8
2016 Mahindra XUV500 W6 4X2,654000,3.9,3686,177785,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,8
1998 Hyundai Santro GLS II EURO II,30000,1.0,3686,107156,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,26
2009 BMW 5 Series 520D,500000,3.7,3686,57942,OwnerThird Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeExpired,15
2014 Toyota Innova 2.5 VX 8 STR BS IV,1200000,4.2,3686,205727,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,10
2005 Toyota Innova 2.5 G4 8 STR,514425,3.8,3686,310396,OwnerFourth Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,19
2013 Toyota Innova 2.5 GX 8 STR BS IV,700000,4.3,3686,246710,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,11
2013 Maruti Swift VXI,280000,4.0,3686,97275,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,11
2013 Tata Indica EV2 LS,95000,3.0,3686,110815,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,11
